"","p.geomean","stat.mean","p.val","q.val","set.size","exp1","path","process"
"GO:0019884 antigen processing and presentation of exogenous antigen",0.000110336314961746,4.72367563192713,0.000110336314961746,0.00126468245149257,17,0.000110336314961746,"GO:0019884 antigen processing and presentation of exogenous antigen","bp"
"GO:0031341 regulation of cell killing",0.000113931270228637,4.12339368077027,0.000113931270228637,0.00129694363780818,22,0.000113931270228637,"GO:0031341 regulation of cell killing","bp"
"GO:0008283 cell population proliferation",0.000122052127233442,3.70069182519608,0.000122052127233442,0.00137993629565974,208,0.000122052127233443,"GO:0008283 cell population proliferation","bp"
"GO:0002275 myeloid cell activation involved in immune response",0.000149571827150018,4.73862263416154,0.000149571827150018,0.0016719587847795,15,0.000149571827150018,"GO:0002275 myeloid cell activation involved in immune response","bp"
"GO:0010467 gene expression",0.000149892815241964,3.63784481112774,0.000149892815241965,0.0016719587847795,287,0.000149892815241964,"GO:0010467 gene expression","bp"
"GO:0030595 leukocyte chemotaxis",0.000154053273370121,3.78491145113468,0.000154053273370121,0.00170691026894094,39,0.000154053273370121,"GO:0030595 leukocyte chemotaxis","bp"
"GO:0032609 interferon-gamma production",0.000157949283063923,4.04653983461289,0.000157949283063923,0.0017384881354453,20,0.000157949283063923,"GO:0032609 interferon-gamma production","bp"
"GO:0070227 lymphocyte apoptotic process",0.000163005290260122,4.66410180825748,0.000163005290260122,0.00178233416060738,15,0.000163005290260122,"GO:0070227 lymphocyte apoptotic process","bp"
"GO:0009617 response to bacterium",0.000165424070243393,3.65571469731588,0.000165424070243393,0.00179695950813412,98,0.000165424070243393,"GO:0009617 response to bacterium","bp"
"GO:0002708 positive regulation of lymphocyte mediated immunity",0.000170133777893526,4.13776025238304,0.000170133777893527,0.00182309930163885,18,0.000170133777893526,"GO:0002708 positive regulation of lymphocyte mediated immunity","bp"
"GO:0060326 cell chemotaxis",0.000171001657331383,3.71863554871807,0.000171001657331384,0.00182309930163885,48,0.000171001657331383,"GO:0060326 cell chemotaxis","bp"
"GO:0033043 regulation of organelle organization",0.000171121234088844,3.6530617684165,0.000171121234088845,0.00182309930163885,90,0.000171121234088844,"GO:0033043 regulation of organelle organization","bp"
"GO:1903706 regulation of hemopoiesis",0.000182649894674334,3.70188594229414,0.000182649894674334,0.00193352945827224,47,0.000182649894674334,"GO:1903706 regulation of hemopoiesis","bp"
"GO:0002504 antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0.000198102074075686,4.60058517787584,0.000198102074075687,0.00207618801934115,15,0.000198102074075686,"GO:0002504 antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","bp"
"GO:0097529 myeloid leukocyte migration",0.000198866386698738,3.72351113436176,0.000198866386698738,0.00207618801934115,36,0.000198866386698738,"GO:0097529 myeloid leukocyte migration","bp"
"GO:0032635 interleukin-6 production",0.000199873696206127,3.86673402831294,0.000199873696206127,0.00207618801934115,24,0.000199873696206127,"GO:0032635 interleukin-6 production","bp"
"GO:0051128 regulation of cellular component organization",0.000212338060881187,3.55772564297087,0.000212338060881187,0.00219196184586667,180,0.000212338060881187,"GO:0051128 regulation of cellular component organization","bp"
"GO:0002709 regulation of T cell mediated immunity",0.000222165273306359,4.04364569018532,0.000222165273306358,0.00227925113725412,18,0.000222165273306359,"GO:0002709 regulation of T cell mediated immunity","bp"
"GO:0006260 DNA replication",0.00023262024420175,3.86083221954513,0.00023262024420175,0.0023718702200203,23,0.00023262024420175,"GO:0006260 DNA replication","bp"
"GO:0046631 alpha-beta T cell activation",0.000283563782855456,3.69292059052899,0.000283563782855456,0.00287367687259615,27,0.000283563782855456,"GO:0046631 alpha-beta T cell activation","bp"
"GO:0031343 positive regulation of cell killing",0.000289352984855646,3.96486890955493,0.000289352984855646,0.00291457370200051,17,0.000289352984855646,"GO:0031343 positive regulation of cell killing","bp"
"GO:2000106 regulation of leukocyte apoptotic process",0.000300447508168051,3.88557757479649,0.000300447508168051,0.00299396853376388,18,0.000300447508168051,"GO:2000106 regulation of leukocyte apoptotic process","bp"
"GO:0051607 defense response to virus",0.000300837993464843,3.76969739325538,0.000300837993464842,0.00299396853376388,20,0.000300837993464843,"GO:0051607 defense response to virus","bp"
"GO:0050727 regulation of inflammatory response",0.000315144847180279,3.53049265865995,0.000315144847180279,0.00311768295246204,51,0.000315144847180279,"GO:0050727 regulation of inflammatory response","bp"
"GO:0006996 organelle organization",0.000322241619651584,3.43802500925859,0.000322241619651584,0.00316902705243155,212,0.000322241619651584,"GO:0006996 organelle organization","bp"
"GO:0002495 antigen processing and presentation of peptide antigen via MHC class II",0.000324727302327398,4.4331760313379,0.000324727302327398,0.0031746869204008,14,0.000324727302327398,"GO:0002495 antigen processing and presentation of peptide antigen via MHC class II","bp"
"GO:0033554 cellular response to stress",0.000328316543722695,3.46001094375286,0.000328316543722695,0.00319100640741005,104,0.000328316543722695,"GO:0033554 cellular response to stress","bp"
"GO:0007229 integrin-mediated signaling pathway",0.000346057996080533,3.80517882876516,0.000346057996080534,0.00334388598538283,18,0.000346057996080533,"GO:0007229 integrin-mediated signaling pathway","bp"
"GO:0010033 response to organic substance",0.000355051360642984,3.40757069484851,0.000355051360642984,0.0033938005972786,243,0.000355051360642984,"GO:0010033 response to organic substance","bp"
"GO:0042100 B cell proliferation",0.00035530764375841,4.35272425504835,0.00035530764375841,0.0033938005972786,14,0.00035530764375841,"GO:0042100 B cell proliferation","bp"
"GO:0002833 positive regulation of response to biotic stimulus",0.000370975967128293,4.44010173120361,0.000370975967128293,0.00352321175638413,13,0.000370975967128293,"GO:0002833 positive regulation of response to biotic stimulus","bp"
"GO:0070228 regulation of lymphocyte apoptotic process",0.000393930690528853,4.39187871061732,0.000393930690528854,0.00371995913442588,13,0.000393930690528853,"GO:0070228 regulation of lymphocyte apoptotic process","bp"
"GO:0032649 regulation of interferon-gamma production",0.00039981194889978,3.74365951485639,0.00039981194889978,0.00375416643543183,18,0.00039981194889978,"GO:0032649 regulation of interferon-gamma production","bp"
"GO:0050777 negative regulation of immune response",0.000438538867721612,3.64451588068278,0.000438538867721612,0.00409467189973775,20,0.000438538867721612,"GO:0050777 negative regulation of immune response","bp"
"GO:0006261 DNA-dependent DNA replication",0.000447407116037801,4.27010942749774,0.000447407116037801,0.00415413758019456,14,0.000447407116037801,"GO:0006261 DNA-dependent DNA replication","bp"
"GO:0007162 negative regulation of cell adhesion",0.000464210669048517,3.46846636609622,0.000464210669048518,0.00428621184421465,35,0.000464210669048517,"GO:0007162 negative regulation of cell adhesion","bp"
"GO:0034341 response to interferon-gamma",0.000488599179904119,3.56129998784454,0.000488599179904118,0.00448647423757262,22,0.000488599179904118,"GO:0034341 response to interferon-gamma","bp"
"GO:0048856 anatomical structure development",0.000494314134313284,3.30440284548559,0.000494314134313285,0.0044935616487388,460,0.000494314134313284,"GO:0048856 anatomical structure development","bp"
"GO:0051270 regulation of cellular component movement",0.000494778448687845,3.33971478805654,0.000494778448687846,0.0044935616487388,108,0.000494778448687845,"GO:0051270 regulation of cellular component movement","bp"
"GO:0010468 regulation of gene expression",0.000500897618236473,3.30846601059093,0.000500897618236474,0.00451225647980312,266,0.000500897618236473,"GO:0010468 regulation of gene expression","bp"
"GO:0032675 regulation of interleukin-6 production",0.000502266816343909,3.57184620423222,0.000502266816343909,0.00451225647980312,22,0.000502266816343908,"GO:0032675 regulation of interleukin-6 production","bp"
"GO:2000145 regulation of cell motility",0.000506327363751102,3.33477427928879,0.000506327363751102,0.00452427999222759,104,0.000506327363751102,"GO:2000145 regulation of cell motility","bp"
"GO:0032729 positive regulation of interferon-gamma production",0.000525921302418606,4.31900707026778,0.000525921302418606,0.00467423104074719,12,0.000525921302418606,"GO:0032729 positive regulation of interferon-gamma production","bp"
"GO:0016192 vesicle-mediated transport",0.000533792095573072,3.30935043385864,0.000533792095573074,0.00468949849937398,131,0.000533792095573072,"GO:0016192 vesicle-mediated transport","bp"
"GO:0010628 positive regulation of gene expression",0.000536037306882623,3.29977320623084,0.000536037306882624,0.00468949849937398,168,0.000536037306882624,"GO:0010628 positive regulation of gene expression","bp"
"GO:0000819 sister chromatid segregation",0.000536103919904365,3.82004335622001,0.000536103919904366,0.00468949849937398,16,0.000536103919904365,"GO:0000819 sister chromatid segregation","bp"
"GO:0010604 positive regulation of macromolecule metabolic process",0.000539469497130269,3.28799211674866,0.000539469497130269,0.00469423195932203,255,0.000539469497130269,"GO:0010604 positive regulation of macromolecule metabolic process","bp"
"GO:0072678 T cell migration",0.000555760949187054,4.2980238061036,0.000555760949187054,0.00481080571640044,12,0.000555760949187054,"GO:0072678 T cell migration","bp"
"GO:0008219 cell death",0.000611080789442052,3.26047301993793,0.000611080789442052,0.00524462964259502,175,0.000611080789442052,"GO:0008219 cell death","bp"
"GO:0006310 DNA recombination",0.000612189019653087,3.53641718631296,0.000612189019653089,0.00524462964259502,20,0.000612189019653086,"GO:0006310 DNA recombination","bp"
"GO:0007275 multicellular organism development",0.000622389239123853,3.23937357935751,0.000622389239123853,0.00530467136114792,423,0.000622389239123853,"GO:0007275 multicellular organism development","bp"
"GO:0030334 regulation of cell migration",0.000642271016892158,3.2648912271216,0.00064227101689216,0.00544619607181005,103,0.000642271016892159,"GO:0030334 regulation of cell migration","bp"
"GO:0048731 system development",0.000647423819538759,3.22889158377558,0.000647423819538759,0.00546202227448435,390,0.000647423819538759,"GO:0048731 system development","bp"
"GO:0016477 cell migration",0.000659077316939264,3.24156829674634,0.000659077316939265,0.00550666727410108,156,0.000659077316939264,"GO:0016477 cell migration","bp"
"GO:0002573 myeloid leukocyte differentiation",0.000659342230773837,3.42092288017652,0.000659342230773835,0.00550666727410108,25,0.000659342230773837,"GO:0002573 myeloid leukocyte differentiation","bp"
"GO:0001944 vasculature development",0.0006996135384401,3.2765137048431,0.000699613538440101,0.00578412365726118,58,0.0006996135384401,"GO:0001944 vasculature development","bp"
"GO:0006911 phagocytosis, engulfment",0.000706484417824322,3.48060202692664,0.00070648441782432,0.00578412365726118,19,0.000706484417824322,"GO:0006911 phagocytosis, engulfment","bp"
"GO:0010324 membrane invagination",0.000706484417824322,3.48060202692664,0.00070648441782432,0.00578412365726118,19,0.000706484417824322,"GO:0010324 membrane invagination","bp"
"GO:0099024 plasma membrane invagination",0.000706484417824322,3.48060202692664,0.00070648441782432,0.00578412365726118,19,0.000706484417824322,"GO:0099024 plasma membrane invagination","bp"
"GO:0002444 myeloid leukocyte mediated immunity",0.000722901785113081,4.1849221372784,0.00072290178511308,0.00588952336695068,12,0.000722901785113081,"GO:0002444 myeloid leukocyte mediated immunity","bp"
"GO:0048513 animal organ development",0.000747621676712516,3.19048474117474,0.000747621676712517,0.00606120598388392,298,0.000747621676712516,"GO:0048513 animal organ development","bp"
"GO:0001910 regulation of leukocyte mediated cytotoxicity",0.000774518969184128,3.49351139273679,0.000774518969184127,0.00624878896497096,18,0.000774518969184129,"GO:0001910 regulation of leukocyte mediated cytotoxicity","bp"
"GO:0072676 lymphocyte migration",0.000785390761308089,3.4408131436802,0.00078539076130809,0.00630589104006785,19,0.000785390761308089,"GO:0072676 lymphocyte migration","bp"
"GO:0030888 regulation of B cell proliferation",0.000823106425827496,4.08373938616811,0.000823106425827497,0.00657693692175625,12,0.000823106425827497,"GO:0030888 regulation of B cell proliferation","bp"
"GO:0015031 protein transport",0.000833519110882205,3.18656702361424,0.000833519110882207,0.00662827158988626,104,0.000833519110882205,"GO:0015031 protein transport","bp"
"GO:0002312 B cell activation involved in immune response",0.000841162487321758,4.14976209923714,0.000841162487321757,0.00665720025680362,11,0.000841162487321758,"GO:0002312 B cell activation involved in immune response","bp"
"GO:0009893 positive regulation of metabolic process",0.000858643350146822,3.1505493342896,0.000858643350146822,0.00676334240731762,279,0.000858643350146822,"GO:0009893 positive regulation of metabolic process","bp"
"GO:0051250 negative regulation of lymphocyte activation",0.000873491794696384,3.36366243832022,0.000873491794696384,0.00684784605087448,22,0.000873491794696385,"GO:0051250 negative regulation of lymphocyte activation","bp"
"GO:0035556 intracellular signal transduction",0.000891704186904603,3.1434537782163,0.000891704186904603,0.00694079879417003,220,0.000891704186904603,"GO:0035556 intracellular signal transduction","bp"
"GO:0048514 blood vessel morphogenesis",0.000893700927769184,3.21293923428616,0.000893700927769185,0.00694079879417003,50,0.000893700927769184,"GO:0048514 blood vessel morphogenesis","bp"
"GO:0019886 antigen processing and presentation of exogenous peptide antigen via MHC class II",0.000916326483004596,4.05749204154912,0.000916326483004595,0.00706354427896855,12,0.000916326483004596,"GO:0019886 antigen processing and presentation of exogenous peptide antigen via MHC class II","bp"
"GO:1902107 positive regulation of leukocyte differentiation",0.000921492994875183,3.28524849096638,0.000921492994875183,0.00706354427896855,27,0.000921492994875183,"GO:1902107 positive regulation of leukocyte differentiation","bp"
"GO:0048870 cell motility",0.000926505807951351,3.13871422858853,0.00092650580795135,0.00706354427896855,163,0.000926505807951351,"GO:0048870 cell motility","bp"
"GO:0051674 localization of cell",0.000926505807951351,3.13871422858853,0.00092650580795135,0.00706354427896855,163,0.000926505807951351,"GO:0051674 localization of cell","bp"
"GO:0001568 blood vessel development",0.000937133594298489,3.18636582478515,0.00093713359429849,0.00711194535947073,57,0.000937133594298489,"GO:0001568 blood vessel development","bp"
"GO:0050663 cytokine secretion",0.000949184405890359,3.63396537424748,0.000949184405890362,0.00717065673904446,14,0.000949184405890359,"GO:0050663 cytokine secretion","bp"
"GO:0032102 negative regulation of response to external stimulus",0.000967080198915135,3.19054389550333,0.000967080198915134,0.00727279317012196,48,0.000967080198915135,"GO:0032102 negative regulation of response to external stimulus","bp"
"GO:0033077 T cell differentiation in thymus",0.000986912107932999,3.6049906226234,0.000986912107932999,0.00738850415939029,14,0.000986912107932998,"GO:0033077 T cell differentiation in thymus","bp"
"GO:0032502 developmental process",0.00100446530640966,3.09727046003038,0.00100446530640966,0.00748619434642534,489,0.00100446530640966,"GO:0032502 developmental process","bp"
"GO:0050854 regulation of antigen receptor-mediated signaling pathway",0.00102009657245521,3.99624979099856,0.00102009657245521,0.00756875224741321,12,0.00102009657245521,"GO:0050854 regulation of antigen receptor-mediated signaling pathway","bp"
"GO:2000026 regulation of multicellular organismal development",0.00104232656622079,3.09982346085211,0.00104232656622079,0.00766692633598089,186,0.00104232656622079,"GO:2000026 regulation of multicellular organismal development","bp"
"GO:0060255 regulation of macromolecule metabolic process",0.00104255436337646,3.08828476627276,0.00104255436337646,0.00766692633598089,388,0.00104255436337646,"GO:0060255 regulation of macromolecule metabolic process","bp"
"GO:0035239 tube morphogenesis",0.00111611870647447,3.11880810320216,0.00111611870647447,0.00817175898749149,67,0.00111611870647447,"GO:0035239 tube morphogenesis","bp"
"GO:0002532 production of molecular mediator involved in inflammatory response",0.00113738494953522,3.53607847959365,0.00113738494953522,0.00829093765845412,13,0.00113738494953522,"GO:0002532 production of molecular mediator involved in inflammatory response","bp"
"GO:0071346 cellular response to interferon-gamma",0.00116213698794771,3.36456972820509,0.00116213698794771,0.00840561112597402,16,0.00116213698794771,"GO:0071346 cellular response to interferon-gamma","bp"
"GO:0035710 CD4-positive, alpha-beta T cell activation",0.00117343833550941,3.49027204812704,0.00117343833550941,0.00840561112597402,14,0.00117343833550941,"GO:0035710 CD4-positive, alpha-beta T cell activation","bp"
"GO:0043367 CD4-positive, alpha-beta T cell differentiation",0.00117343833550941,3.49027204812704,0.00117343833550941,0.00840561112597402,14,0.00117343833550941,"GO:0043367 CD4-positive, alpha-beta T cell differentiation","bp"
"GO:0043299 leukocyte degranulation",0.0011740807165689,4.01553398673337,0.00117408071656891,0.00840561112597402,11,0.0011740807165689,"GO:0043299 leukocyte degranulation","bp"
"GO:0002695 negative regulation of leukocyte activation",0.00117840396651742,3.20401999425626,0.00117840396651742,0.00840561112597402,27,0.00117840396651742,"GO:0002695 negative regulation of leukocyte activation","bp"
"GO:0050866 negative regulation of cell activation",0.00121283150449595,3.18161606998104,0.00121283150449595,0.00861421350629173,29,0.00121283150449595,"GO:0050866 negative regulation of cell activation","bp"
"GO:0032755 positive regulation of interleukin-6 production",0.00122255735386206,3.40953836416088,0.00122255735386206,0.00864634179624998,15,0.00122255735386206,"GO:0032755 positive regulation of interleukin-6 production","bp"
"GO:0006928 movement of cell or subcellular component",0.00129056489091994,3.03411121044827,0.00129056489091994,0.00908863918944467,188,0.00129056489091994,"GO:0006928 movement of cell or subcellular component","bp"
"GO:0019221 cytokine-mediated signaling pathway",0.00129751422938938,3.11812654316937,0.00129751422938938,0.00909902383647743,38,0.00129751422938938,"GO:0019221 cytokine-mediated signaling pathway","bp"
"GO:0040012 regulation of locomotion",0.00132205524514959,3.04267074053161,0.0013220552451496,0.00921432324416938,106,0.0013220552451496,"GO:0040012 regulation of locomotion","bp"
"GO:0051129 negative regulation of cellular component organization",0.00132504407662845,3.07629775996126,0.00132504407662845,0.00921432324416938,57,0.00132504407662845,"GO:0051129 negative regulation of cellular component organization","bp"
"GO:0042886 amide transport",0.00133569611321955,3.03800147098227,0.00133569611321955,0.00924969558404541,111,0.00133569611321955,"GO:0042886 amide transport","bp"
"GO:0045184 establishment of protein localization",0.00135235505370939,3.03502677493583,0.0013523550537094,0.0093211365268645,109,0.00135235505370939,"GO:0045184 establishment of protein localization","bp"
"GO:0050798 activated T cell proliferation",0.00135941223993449,4.04220076394261,0.00135941223993449,0.0093211365268645,10,0.00135941223993449,"GO:0050798 activated T cell proliferation","bp"
"GO:0032733 positive regulation of interleukin-10 production",0.00136283765103975,3.53562322768457,0.00136283765103976,0.0093211365268645,12,0.00136283765103975,"GO:0032733 positive regulation of interleukin-10 production","bp"
"GO:0032623 interleukin-2 production",0.00137001696270163,4.00555684976963,0.00137001696270163,0.00933183685250047,10,0.00137001696270163,"GO:0032623 interleukin-2 production","bp"
"GO:0000070 mitotic sister chromatid segregation",0.00139064236524906,3.46749279221309,0.00139064236524906,0.00939607909130821,14,0.00139064236524906,"GO:0000070 mitotic sister chromatid segregation","bp"
"GO:1903708 positive regulation of hemopoiesis",0.0013907553889662,3.12974661969412,0.0013907553889662,0.00939607909130821,29,0.0013907553889662,"GO:1903708 positive regulation of hemopoiesis","bp"
"GO:0007059 chromosome segregation",0.00142213514123678,3.14465339272379,0.00142213514123678,0.00956918463455681,27,0.00142213514123678,"GO:0007059 chromosome segregation","bp"
"GO:0071705 nitrogen compound transport",0.00144582918605074,3.00578063564963,0.00144582918605074,0.0096893875290981,140,0.00144582918605074,"GO:0071705 nitrogen compound transport","bp"
"GO:0019222 regulation of metabolic process",0.00146511966117218,2.98364955486362,0.00146511966117218,0.00977923243722154,424,0.00146511966117218,"GO:0019222 regulation of metabolic process","bp"
"GO:0050920 regulation of chemotaxis",0.0015026216357435,3.10111560463964,0.0015026216357435,0.00998942863442276,30,0.0015026216357435,"GO:0050920 regulation of chemotaxis","bp"
"GO:0097530 granulocyte migration",0.00154136009900685,3.11180551747833,0.00154136009900685,0.010206137388643,26,0.00154136009900685,"GO:0097530 granulocyte migration","bp"
"GO:0051179 localization",0.00159349135902677,2.9562824285591,0.00159349135902678,0.0105094549154861,500,0.00159349135902677,"GO:0051179 localization","bp"
"GO:0012501 programmed cell death",0.00161735029451158,2.9667717924381,0.00161735029451158,0.0106110891920695,162,0.00161735029451158,"GO:0012501 programmed cell death","bp"
"GO:0022603 regulation of anatomical structure morphogenesis",0.00162167067074949,2.98200322736877,0.00162167067074949,0.0106110891920695,95,0.00162167067074949,"GO:0022603 regulation of anatomical structure morphogenesis","bp"
"GO:0002260 lymphocyte homeostasis",0.001643464417774,3.3102145131054,0.001643464417774,0.0107115210287858,14,0.001643464417774,"GO:0002260 lymphocyte homeostasis","bp"
"GO:0070231 T cell apoptotic process",0.00173716002105656,3.86520411538408,0.00173716002105655,0.0112578725742919,10,0.00173716002105655,"GO:0070231 T cell apoptotic process","bp"
"GO:0001776 leukocyte homeostasis",0.00174119366413237,3.14469162743095,0.00174119366413237,0.0112578725742919,19,0.00174119366413237,"GO:0001776 leukocyte homeostasis","bp"
"GO:0002688 regulation of leukocyte chemotaxis",0.00174761198806696,3.11425890410346,0.00174761198806697,0.0112578725742919,21,0.00174761198806696,"GO:0002688 regulation of leukocyte chemotaxis","bp"
"GO:0002335 mature B cell differentiation",0.0017573366240853,3.85319411098812,0.00175733662408531,0.0112768087615049,10,0.0017573366240853,"GO:0002335 mature B cell differentiation","bp"
"GO:0048523 negative regulation of cellular process",0.00177822658179585,2.92432046078581,0.00177822658179585,0.0113669714574796,375,0.00177822658179585,"GO:0048523 negative regulation of cellular process","bp"
"GO:0033993 response to lipid",0.00181743526419884,2.9656712764344,0.00181743526419883,0.0115730935214501,62,0.00181743526419884,"GO:0033993 response to lipid","bp"
"GO:0032615 interleukin-12 production",0.0018446135273663,3.25568655491112,0.0018446135273663,0.0116568352946114,14,0.0018446135273663,"GO:0032615 interleukin-12 production","bp"
"GO:0032655 regulation of interleukin-12 production",0.0018446135273663,3.25568655491112,0.0018446135273663,0.0116568352946114,14,0.0018446135273663,"GO:0032655 regulation of interleukin-12 production","bp"
"GO:0045089 positive regulation of innate immune response",0.00185260182271134,3.85520764030618,0.00185260182271134,0.0116629705657055,10,0.00185260182271134,"GO:0045089 positive regulation of innate immune response","bp"
"GO:0050868 negative regulation of T cell activation",0.00187251633634193,3.13125407078064,0.00187251633634193,0.011743857173586,18,0.00187251633634193,"GO:0050868 negative regulation of T cell activation","bp"
"GO:0040011 locomotion",0.00189910018019025,2.91352335144982,0.00189910018019025,0.0118658063890082,180,0.00189910018019025,"GO:0040011 locomotion","bp"
"GO:0045619 regulation of lymphocyte differentiation",0.00194923776732184,3.0281198887867,0.00194923776732185,0.0121334575628798,26,0.00194923776732184,"GO:0045619 regulation of lymphocyte differentiation","bp"
"GO:0048519 negative regulation of biological process",0.00198338117521202,2.88906413000313,0.00198338117521203,0.0122794252873985,407,0.00198338117521202,"GO:0048519 negative regulation of biological process","bp"
"GO:0008284 positive regulation of cell population proliferation",0.00199028323313538,2.90985297015779,0.00199028323313538,0.0122794252873985,113,0.00199028323313538,"GO:0008284 positive regulation of cell population proliferation","bp"
"GO:0070887 cellular response to chemical stimulus",0.00199671784846915,2.89199844550878,0.00199671784846916,0.0122794252873985,253,0.00199671784846915,"GO:0070887 cellular response to chemical stimulus","bp"
"GO:0050921 positive regulation of chemotaxis",0.00200484987966869,3.07543935139841,0.00200484987966869,0.0122794252873985,20,0.00200484987966869,"GO:0050921 positive regulation of chemotaxis","bp"
"GO:1990266 neutrophil migration",0.00200962916857545,3.03759086513372,0.00200962916857545,0.0122794252873985,23,0.00200962916857545,"GO:1990266 neutrophil migration","bp"
"GO:0098813 nuclear chromosome segregation",0.00203095047931165,3.04889962869658,0.00203095047931166,0.0123585460502351,23,0.00203095047931165,"GO:0098813 nuclear chromosome segregation","bp"
"GO:0045766 positive regulation of angiogenesis",0.00203744983018317,3.03134878382281,0.00203744983018317,0.0123585460502351,24,0.00203744983018317,"GO:0045766 positive regulation of angiogenesis","bp"
"GO:0001912 positive regulation of leukocyte mediated cytotoxicity",0.00206346134860803,3.24979835796712,0.00206346134860803,0.0124708100414056,13,0.00206346134860803,"GO:0001912 positive regulation of leukocyte mediated cytotoxicity","bp"
"GO:0001562 response to protozoan",0.00210776742785717,3.77300924290645,0.00210776742785718,0.0126924255981834,10,0.00210776742785717,"GO:0001562 response to protozoan","bp"
"GO:0006793 phosphorus metabolic process",0.00213660748425768,2.87103174608121,0.00213660748425768,0.0127735310749506,240,0.00213660748425768,"GO:0006793 phosphorus metabolic process","bp"
"GO:0006796 phosphate-containing compound metabolic process",0.00213660748425768,2.87103174608121,0.00213660748425768,0.0127735310749506,240,0.00213660748425768,"GO:0006796 phosphate-containing compound metabolic process","bp"
"GO:0051983 regulation of chromosome segregation",0.00218516741504345,3.2917717142736,0.00218516741504345,0.01301701879499,13,0.00218516741504345,"GO:0051983 regulation of chromosome segregation","bp"
"GO:0015833 peptide transport",0.00221700702554278,2.87597034384939,0.00221700702554278,0.0131595202730432,109,0.00221700702554278,"GO:0015833 peptide transport","bp"
"GO:0046632 alpha-beta T cell differentiation",0.00224314182786538,3.03014250800983,0.00224314182786538,0.0132672659000436,20,0.00224314182786538,"GO:0046632 alpha-beta T cell differentiation","bp"
"GO:0032879 regulation of localization",0.0022606537854993,2.85139893833986,0.0022606537854993,0.0133234276294321,268,0.0022606537854993,"GO:0032879 regulation of localization","bp"
"GO:0002711 positive regulation of T cell mediated immunity",0.0022700232337317,3.20734710323061,0.00227002323373171,0.0133313731959791,13,0.0022700232337317,"GO:0002711 positive regulation of T cell mediated immunity","bp"
"GO:0008104 protein localization",0.00236857357782822,2.84430019512848,0.00236857357782822,0.0138611594589806,162,0.00236857357782822,"GO:0008104 protein localization","bp"
"GO:0002286 T cell activation involved in immune response",0.00247673282883651,3.0303771160341,0.00247673282883651,0.0144432630228992,17,0.00247673282883651,"GO:0002286 T cell activation involved in immune response","bp"
"GO:0045765 regulation of angiogenesis",0.00264754000662771,2.90580255736031,0.0026475400066277,0.0153607011096483,29,0.00264754000662771,"GO:0045765 regulation of angiogenesis","bp"
"GO:0002228 natural killer cell mediated immunity",0.00265673570864176,3.19103856284099,0.00265673570864176,0.0153607011096483,12,0.00265673570864176,"GO:0002228 natural killer cell mediated immunity","bp"
"GO:0000278 mitotic cell cycle",0.00266178214174412,2.84121811950247,0.00266178214174412,0.0153607011096483,59,0.00266178214174412,"GO:0000278 mitotic cell cycle","bp"
"GO:0045058 T cell selection",0.00271062383603778,3.05942238903235,0.00271062383603778,0.0155773995952775,15,0.00271062383603779,"GO:0045058 T cell selection","bp"
"GO:0006915 apoptotic process",0.00271807814839378,2.79931045073871,0.00271807814839379,0.0155773995952775,159,0.00271807814839378,"GO:0006915 apoptotic process","bp"
"GO:0001525 angiogenesis",0.00278667681227117,2.85075935327746,0.00278667681227116,0.0159156593195693,41,0.00278667681227117,"GO:0001525 angiogenesis","bp"
"GO:0002455 humoral immune response mediated by circulating immunoglobulin",0.00282733634041438,3.03472469750982,0.00282733634041439,0.0160925787594819,14,0.00282733634041438,"GO:0002455 humoral immune response mediated by circulating immunoglobulin","bp"
"GO:0032640 tumor necrosis factor production",0.00286117831764757,2.94148694953611,0.00286117831764757,0.0161744162038444,20,0.00286117831764757,"GO:0032640 tumor necrosis factor production","bp"
"GO:0071706 tumor necrosis factor superfamily cytokine production",0.00286117831764757,2.94148694953611,0.00286117831764757,0.0161744162038444,20,0.00286117831764757,"GO:0071706 tumor necrosis factor superfamily cytokine production","bp"
"GO:0002474 antigen processing and presentation of peptide antigen via MHC class I",0.00289084347914077,3.10915276790072,0.00289084347914077,0.0162867181773965,13,0.00289084347914077,"GO:0002474 antigen processing and presentation of peptide antigen via MHC class I","bp"
"GO:1903047 mitotic cell cycle process",0.00290992351356937,2.82510755305824,0.00290992351356938,0.0163388272957848,47,0.00290992351356937,"GO:1903047 mitotic cell cycle process","bp"
"GO:0002690 positive regulation of leukocyte chemotaxis",0.00292343898313949,2.96932279587849,0.00292343898313949,0.0163594464309018,17,0.00292343898313949,"GO:0002690 positive regulation of leukocyte chemotaxis","bp"
"GO:1904018 positive regulation of vasculature development",0.00307387942322204,2.86070705628617,0.00307387942322204,0.0171435825550169,27,0.00307387942322204,"GO:1904018 positive regulation of vasculature development","bp"
"GO:0051276 chromosome organization",0.00317281515709358,2.79436485501313,0.00317281515709359,0.0176361832477911,47,0.00317281515709358,"GO:0051276 chromosome organization","bp"
"GO:0043933 protein-containing complex subunit organization",0.00319299026237431,2.75610833964089,0.00319299026237431,0.0176891660535537,102,0.00319299026237431,"GO:0043933 protein-containing complex subunit organization","bp"
"GO:0007049 cell cycle",0.00320403258451098,2.75368563176341,0.00320403258451099,0.0176913692872334,107,0.00320403258451098,"GO:0007049 cell cycle","bp"
