"","p.geomean","stat.mean","p.val","q.val","set.size","exp1","path","process"
"GO:0006468 protein phosphorylation",0.00558997960802942,2.55844382203487,0.00558997960802942,0.0481609316575223,115,0.00558997960802942,"GO:0006468 protein phosphorylation","bp"
"GO:0043902 positive regulation of multi-organism process",0.00560658712715914,2.68790403604171,0.00560658712715915,0.0481609316575223,18,0.00560658712715914,"GO:0043902 positive regulation of multi-organism process","bp"
"GO:1903706 regulation of hemopoiesis",0.00584240569420795,2.61415862575108,0.00584240569420795,0.0492835382950318,27,0.00584240569420795,"GO:1903706 regulation of hemopoiesis","bp"
"GO:0009165 nucleotide biosynthetic process",0.00586284556460884,2.6745587158107,0.00586284556460884,0.0492835382950318,17,0.00586284556460884,"GO:0009165 nucleotide biosynthetic process","bp"
"GO:1901293 nucleoside phosphate biosynthetic process",0.00586284556460884,2.6745587158107,0.00586284556460884,0.0492835382950318,17,0.00586284556460884,"GO:1901293 nucleoside phosphate biosynthetic process","bp"
"GO:0065003 protein-containing complex assembly",0.00587981476404934,2.54654131490987,0.00587981476404935,0.0492835382950318,87,0.00587981476404934,"GO:0065003 protein-containing complex assembly","bp"
"GO:0070661 leukocyte proliferation",0.00600871869254226,2.61082859525874,0.00600871869254227,0.0497701138650295,25,0.00600871869254226,"GO:0070661 leukocyte proliferation","bp"
"GO:0002764 immune response-regulating signaling pathway",0.00602653238293708,2.64283641699116,0.00602653238293708,0.0497701138650295,20,0.00602653238293708,"GO:0002764 immune response-regulating signaling pathway","bp"
"GO:1903046 meiotic cell cycle process",0.00607780154606673,2.63471985042164,0.00607780154606673,0.0497701138650295,20,0.00607780154606673,"GO:1903046 meiotic cell cycle process","bp"
"GO:0016477 cell migration",0.0061129915987815,2.52648447508208,0.00611299159878149,0.0497701138650295,111,0.00611299159878149,"GO:0016477 cell migration","bp"
"GO:0007162 negative regulation of cell adhesion",0.00611780141507954,2.64001220038729,0.00611780141507955,0.0497701138650295,19,0.00611780141507954,"GO:0007162 negative regulation of cell adhesion","bp"
"GO:0140096 catalytic activity, acting on a protein",6.92311902615253e-05,3.88341076007245,6.92311902615255e-05,0.0121960771944305,107,6.92311902615252e-05,"GO:0140096 catalytic activity, acting on a protein","mf"
"GO:0005515 protein binding",0.000131926475035038,3.66191533592429,0.000131926475035038,0.0121960771944305,487,0.000131926475035038,"GO:0005515 protein binding","mf"
"GO:0004672 protein kinase activity",0.000180097927878511,3.7692764286778,0.000180097927878512,0.0121960771944305,33,0.000180097927878511,"GO:0004672 protein kinase activity","mf"
"GO:0097367 carbohydrate derivative binding",0.000237582244561989,3.54541155146661,0.00023758224456199,0.0121960771944305,118,0.000237582244561989,"GO:0097367 carbohydrate derivative binding","mf"
"GO:0016301 kinase activity",0.000348459348412302,3.52596650527613,0.000348459348412301,0.0121960771944305,42,0.000348459348412302,"GO:0016301 kinase activity","mf"
"GO:0016772 transferase activity, transferring phosphorus-containing groups",0.000348459348412302,3.52596650527613,0.000348459348412301,0.0121960771944305,42,0.000348459348412302,"GO:0016772 transferase activity, transferring phosphorus-containing groups","mf"
"GO:0019955 cytokine binding",0.000442512785759965,3.90775680164223,0.000442512785759966,0.013275383572799,12,0.000442512785759965,"GO:0019955 cytokine binding","mf"
"GO:0016773 phosphotransferase activity, alcohol group as acceptor",0.000616998224294033,3.36164886095675,0.000616998224294034,0.0161962033877184,38,0.000616998224294033,"GO:0016773 phosphotransferase activity, alcohol group as acceptor","mf"
"GO:0019899 enzyme binding",0.000918237977158978,3.14552097473913,0.000918237977158978,0.0214255528003762,141,0.000918237977158977,"GO:0019899 enzyme binding","mf"
"GO:0030554 adenyl nucleotide binding",0.00153771815717415,3.00735896297859,0.00153771815717416,0.0287016075016279,79,0.00153771815717415,"GO:0030554 adenyl nucleotide binding","mf"
"GO:0004175 endopeptidase activity",0.00181129014529757,3.06004636836224,0.00181129014529757,0.0287016075016279,25,0.00181129014529757,"GO:0004175 endopeptidase activity","mf"
"GO:0005524 ATP binding",0.00187853020600982,2.94623817809208,0.00187853020600982,0.0287016075016279,73,0.00187853020600982,"GO:0005524 ATP binding","mf"
"GO:0032553 ribonucleotide binding",0.00192056193607872,2.92937870175529,0.00192056193607873,0.0287016075016279,91,0.00192056193607872,"GO:0032553 ribonucleotide binding","mf"
"GO:0032559 adenyl ribonucleotide binding",0.00195886927326699,2.92927014103782,0.001958869273267,0.0287016075016279,78,0.00195886927326699,"GO:0032559 adenyl ribonucleotide binding","mf"
"GO:0017076 purine nucleotide binding",0.00210115986771684,2.89993226615743,0.00210115986771684,0.0287016075016279,91,0.00210115986771684,"GO:0017076 purine nucleotide binding","mf"
"GO:0035639 purine ribonucleoside triphosphate binding",0.00218678914298117,2.89003660867254,0.00218678914298117,0.0287016075016279,84,0.00218678914298117,"GO:0035639 purine ribonucleoside triphosphate binding","mf"
"GO:0032555 purine ribonucleotide binding",0.00261909399843908,2.82727919970785,0.00261909399843908,0.0323535140983652,90,0.00261909399843908,"GO:0032555 purine ribonucleotide binding","mf"
"GO:0008017 microtubule binding",0.00369632449176278,2.92560433438926,0.00369632449176278,0.0431237857372324,14,0.00369632449176277,"GO:0008017 microtubule binding","mf"
"GO:0004674 protein serine/threonine kinase activity",0.00403055051652521,2.86546608258886,0.00403055051652522,0.0445481899194893,15,0.00403055051652521,"GO:0004674 protein serine/threonine kinase activity","mf"
"GO:0005634 nucleus",2.73404529977863e-05,4.0688313905656,2.73404529977864e-05,0.0038487054077453,258,2.73404529977863e-05,"GO:0005634 nucleus","cc"
"GO:0005694 chromosome",6.40351189647848e-05,4.08394479190864,6.40351189647847e-05,0.0038487054077453,34,6.40351189647848e-05,"GO:0005694 chromosome","cc"
"GO:0043228 non-membrane-bounded organelle",7.40863518194473e-05,3.83605223470932,7.40863518194475e-05,0.0038487054077453,177,7.40863518194473e-05,"GO:0043228 non-membrane-bounded organelle","cc"
"GO:0098687 chromosomal region",8.50774795934626e-05,5.00945508370338,8.50774795934623e-05,0.0038487054077453,15,8.50774795934627e-05,"GO:0098687 chromosomal region","cc"
"GO:0043232 intracellular non-membrane-bounded organelle",9.29638987378089e-05,3.77779784700523,9.29638987378091e-05,0.0038487054077453,176,9.29638987378089e-05,"GO:0043232 intracellular non-membrane-bounded organelle","cc"
"GO:0000775 chromosome, centromeric region",0.000140208604337451,4.85375157088995,0.000140208604337451,0.00396407731404481,14,0.000140208604337451,"GO:0000775 chromosome, centromeric region","cc"
"GO:0044427 chromosomal part",0.000147305881012255,3.84670491989354,0.000147305881012255,0.00396407731404481,32,0.000147305881012255,"GO:0044427 chromosomal part","cc"
"GO:0031981 nuclear lumen",0.000153201055615258,3.66875903505263,0.000153201055615258,0.00396407731404481,110,0.000153201055615258,"GO:0031981 nuclear lumen","cc"
"GO:0031974 membrane-enclosed lumen",0.000231465667169498,3.55072064456564,0.000231465667169498,0.00407101626695399,120,0.000231465667169498,"GO:0031974 membrane-enclosed lumen","cc"
"GO:0043233 organelle lumen",0.000231465667169498,3.55072064456564,0.000231465667169498,0.00407101626695399,120,0.000231465667169498,"GO:0043233 organelle lumen","cc"
"GO:0070013 intracellular organelle lumen",0.000231465667169498,3.55072064456564,0.000231465667169498,0.00407101626695399,120,0.000231465667169498,"GO:0070013 intracellular organelle lumen","cc"
"GO:0044428 nuclear part",0.000242130479500326,3.53402844995979,0.000242130479500326,0.00407101626695399,131,0.000242130479500326,"GO:0044428 nuclear part","cc"
"GO:0044446 intracellular organelle part",0.000274071492447115,3.47909630499018,0.000274071492447114,0.00407101626695399,246,0.000274071492447115,"GO:0044446 intracellular organelle part","cc"
"GO:0032991 protein-containing complex",0.000275334433513797,3.48120174811129,0.000275334433513797,0.00407101626695399,215,0.000275334433513797,"GO:0032991 protein-containing complex","cc"
"GO:0000793 condensed chromosome",0.000471183617711485,3.78465642447804,0.000471183617711485,0.0065023339244185,15,0.000471183617711485,"GO:0000793 condensed chromosome","cc"
"GO:0005819 spindle",0.000516678054244186,3.51511936954676,0.000516678054244187,0.00668452232678417,24,0.000516678054244186,"GO:0005819 spindle","cc"
"GO:0000776 kinetochore",0.00106610995890594,4.19899681936391,0.00106610995890594,0.0129814565584429,10,0.00106610995890594,"GO:0000776 kinetochore","cc"
"GO:0044422 organelle part",0.00152982868619348,2.97490805265206,0.00152982868619348,0.017593029891225,277,0.00152982868619348,"GO:0044422 organelle part","cc"
"GO:0005856 cytoskeleton",0.00184387483666638,2.93274133101674,0.00184387483666639,0.0198983059894782,120,0.00184387483666638,"GO:0005856 cytoskeleton","cc"
"GO:0015630 microtubule cytoskeleton",0.00192254164149547,2.95328853886139,0.00192254164149548,0.0198983059894782,56,0.00192254164149547,"GO:0015630 microtubule cytoskeleton","cc"
"GO:0043231 intracellular membrane-bounded organelle",0.00204684767049268,2.87892103847472,0.00204684767049268,0.0201760698948565,413,0.00204684767049268,"GO:0043231 intracellular membrane-bounded organelle","cc"
"GO:0043227 membrane-bounded organelle",0.00263700882994493,2.79661869325926,0.00263700882994494,0.0248118558090274,452,0.00263700882994493,"GO:0043227 membrane-bounded organelle","cc"
"GO:0005581 collagen trimer",0.00277018830321185,3.1217075908666,0.00277018830321186,0.0249316947289067,12,0.00277018830321185,"GO:0005581 collagen trimer","cc"
"GO:0005615 extracellular space",0.00293588396523213,2.77681382260157,0.00293588396523214,0.0253219992001272,138,0.00293588396523213,"GO:0005615 extracellular space","cc"
"GO:0005875 microtubule associated complex",0.0030834783334958,3.21734732088814,0.0030834783334958,0.0255312006013452,10,0.0030834783334958,"GO:0005875 microtubule associated complex","cc"
"GO:0000228 nuclear chromosome",0.00346989057839109,2.84287701401933,0.0034698905783911,0.0259761625649154,22,0.0034698905783911,"GO:0000228 nuclear chromosome","cc"
"GO:0099080 supramolecular complex",0.00363917253324902,2.73013832382989,0.00363917253324902,0.0259761625649154,63,0.00363917253324902,"GO:0099080 supramolecular complex","cc"
"GO:0099081 supramolecular polymer",0.00363917253324902,2.73013832382989,0.00363917253324902,0.0259761625649154,63,0.00363917253324902,"GO:0099081 supramolecular polymer","cc"
"GO:0099512 supramolecular fiber",0.00363917253324902,2.73013832382989,0.00363917253324902,0.0259761625649154,63,0.00363917253324902,"GO:0099512 supramolecular fiber","cc"
"GO:0044430 cytoskeletal part",0.00387818200374363,2.6957237995831,0.00387818200374363,0.0267594558258311,83,0.00387818200374363,"GO:0044430 cytoskeletal part","cc"
"GO:0005730 nucleolus",0.00409918722457104,2.77751800814263,0.00409918722457104,0.0273719921124582,22,0.00409918722457104,"GO:0005730 nucleolus","cc"
"GO:0005813 centrosome",0.00513248217219331,2.69779496577283,0.0051324821721933,0.0332007440513754,21,0.00513248217219331,"GO:0005813 centrosome","cc"
"GO:0005654 nucleoplasm",0.00632919490036235,2.52243119846134,0.00632919490036236,0.0397013134659094,79,0.00632919490036235,"GO:0005654 nucleoplasm","cc"
"GO:0044444 cytoplasmic part",0.00732768613391071,2.44622946382478,0.00732768613391073,0.0439285840017134,393,0.00732768613391071,"GO:0044444 cytoplasmic part","cc"
"GO:0000794 condensed nuclear chromosome",0.00742753835777763,2.71574263838765,0.00742753835777763,0.0439285840017134,10,0.00742753835777763,"GO:0000794 condensed nuclear chromosome","cc"
"GO:0044454 nuclear chromosome part",0.00798247796679155,2.52410878862558,0.00798247796679156,0.0447191635196824,20,0.00798247796679155,"GO:0044454 nuclear chromosome part","cc"
"GO:0072686 mitotic spindle",0.00799328043588526,2.65157607442092,0.00799328043588525,0.0447191635196824,11,0.00799328043588526,"GO:0072686 mitotic spindle","cc"
