"","p.geomean","stat.mean","p.val","q.val","set.size","exp1","path","process"
"GO:0050793 regulation of developmental process",0.00413228344297846,2.65501236150022,0.00413228344297846,0.0352413606835144,193,0.00413228344297846,"GO:0050793 regulation of developmental process","bp"
"GO:0007166 cell surface receptor signaling pathway",0.00425238877650856,2.64670806802175,0.00425238877650857,0.0358196749875653,173,0.00425238877650856,"GO:0007166 cell surface receptor signaling pathway","bp"
"GO:0140013 meiotic nuclear division",0.00425744852707196,2.78561506774996,0.00425744852707196,0.0358196749875653,19,0.00425744852707196,"GO:0140013 meiotic nuclear division","bp"
"GO:0033044 regulation of chromosome organization",0.00427934170205426,2.86580621945651,0.00427934170205427,0.0358196749875653,14,0.00427934170205427,"GO:0033044 regulation of chromosome organization","bp"
"GO:0010638 positive regulation of organelle organization",0.00430994657225684,2.73020880317267,0.00430994657225684,0.0358545248587747,27,0.00430994657225684,"GO:0010638 positive regulation of organelle organization","bp"
"GO:0032635 interleukin-6 production",0.00444311729134298,2.81706783854642,0.00444311729134298,0.036538010326536,15,0.00444311729134298,"GO:0032635 interleukin-6 production","bp"
"GO:2000026 regulation of multicellular organismal development",0.00447491609458866,2.63089668821924,0.00447491609458866,0.036538010326536,154,0.00447491609458866,"GO:2000026 regulation of multicellular organismal development","bp"
"GO:0051251 positive regulation of lymphocyte activation",0.00448308655955863,2.71580061243553,0.00448308655955864,0.036538010326536,27,0.00448308655955864,"GO:0051251 positive regulation of lymphocyte activation","bp"
"GO:0007017 microtubule-based process",0.00449988770245686,2.67578983500161,0.00449988770245687,0.036538010326536,42,0.00449988770245686,"GO:0007017 microtubule-based process","bp"
"GO:0050867 positive regulation of cell activation",0.00462578244950003,2.68694087476904,0.00462578244950004,0.0370806050530085,32,0.00462578244950004,"GO:0050867 positive regulation of cell activation","bp"
"GO:0030316 osteoclast differentiation",0.00464498649137667,2.88816495619333,0.00464498649137667,0.0370806050530085,11,0.00464498649137667,"GO:0030316 osteoclast differentiation","bp"
"GO:0090068 positive regulation of cell cycle process",0.00464874842109989,2.78983564046812,0.00464874842109989,0.0370806050530085,16,0.00464874842109989,"GO:0090068 positive regulation of cell cycle process","bp"
"GO:0002687 positive regulation of leukocyte migration",0.00490686491742529,2.81867325212518,0.00490686491742529,0.0389105779416883,13,0.0049068649174253,"GO:0002687 positive regulation of leukocyte migration","bp"
"GO:0044237 cellular metabolic process",0.00498422285291711,2.58246911774567,0.00498422285291711,0.0392942220264861,447,0.00498422285291711,"GO:0044237 cellular metabolic process","bp"
"GO:0007163 establishment or maintenance of cell polarity",0.00563649204129836,2.68673585906495,0.00563649204129837,0.0441675902027098,18,0.00563649204129836,"GO:0007163 establishment or maintenance of cell polarity","bp"
"GO:0051146 striated muscle cell differentiation",0.00566752263663091,2.62739475586923,0.00566752263663091,0.0441675902027098,29,0.00566752263663091,"GO:0051146 striated muscle cell differentiation","bp"
"GO:0070661 leukocyte proliferation",0.00600871869257247,2.61082859525677,0.00600871869257248,0.0465589859835902,25,0.00600871869257247,"GO:0070661 leukocyte proliferation","bp"
"GO:1903046 meiotic cell cycle process",0.00607780154609486,2.63471985041978,0.00607780154609486,0.0467862040637698,20,0.00607780154609486,"GO:1903046 meiotic cell cycle process","bp"
"GO:0007162 negative regulation of cell adhesion",0.00611780141510723,2.64001220038546,0.00611780141510723,0.0467862040637698,19,0.00611780141510724,"GO:0007162 negative regulation of cell adhesion","bp"
"GO:0002685 regulation of leukocyte migration",0.00614155186087834,2.63676902221573,0.00614155186087834,0.0467862040637698,19,0.00614155186087833,"GO:0002685 regulation of leukocyte migration","bp"
"GO:0051304 chromosome separation",0.0062277484625145,2.71348132272131,0.00622774846251451,0.0471778039953613,13,0.0062277484625145,"GO:0051304 chromosome separation","bp"
"GO:0008283 cell population proliferation",0.00634189785797659,2.50759793733075,0.00634189785797658,0.0477756305300903,151,0.00634189785797659,"GO:0008283 cell population proliferation","bp"
"GO:0070925 organelle assembly",0.00648568053552638,2.56767733481988,0.00648568053552639,0.0485888552827281,29,0.00648568053552638,"GO:0070925 organelle assembly","bp"
"GO:0007088 regulation of mitotic nuclear division",0.00662867976844524,2.65430043577554,0.00662867976844524,0.0489653914595537,15,0.00662867976844524,"GO:0007088 regulation of mitotic nuclear division","bp"
"GO:0051783 regulation of nuclear division",0.00662867976844524,2.65430043577554,0.00662867976844524,0.0489653914595537,15,0.00662867976844524,"GO:0051783 regulation of nuclear division","bp"
"GO:0043067 regulation of programmed cell death",0.00664427140749107,2.49986781587419,0.00664427140749107,0.0489653914595537,96,0.00664427140749107,"GO:0043067 regulation of programmed cell death","bp"
"GO:0042742 defense response to bacterium",0.00674917335236056,2.59127150284289,0.00674917335236057,0.0493417591155383,20,0.00674917335236056,"GO:0042742 defense response to bacterium","bp"
"GO:0050900 leukocyte migration",0.00676811740080393,2.54720834902194,0.00676811740080393,0.0493417591155383,30,0.00676811740080393,"GO:0050900 leukocyte migration","bp"
"GO:0097367 carbohydrate derivative binding",0.000353461844772364,3.43276306119358,0.000353461844772364,0.0469063552907608,120,0.000353461844772364,"GO:0097367 carbohydrate derivative binding","mf"
"GO:0019955 cytokine binding",0.000442512785761895,3.90775680164041,0.000442512785761895,0.0469063552907608,12,0.000442512785761895,"GO:0019955 cytokine binding","mf"
"GO:0098687 chromosomal region",5.3601018310891e-05,5.13960345330008,5.3601018310891e-05,0.00534685786749188,16,5.3601018310891e-05,"GO:0098687 chromosomal region","cc"
"GO:0005634 nucleus",6.92689308375506e-05,3.83833365168298,6.92689308375506e-05,0.00534685786749188,271,6.92689308375506e-05,"GO:0005634 nucleus","cc"
"GO:0000775 chromosome, centromeric region",8.81350197938222e-05,4.98771234024638,8.81350197938223e-05,0.00534685786749188,15,8.81350197938221e-05,"GO:0000775 chromosome, centromeric region","cc"
"GO:0043228 non-membrane-bounded organelle",0.0001510402038935,3.64726597016987,0.0001510402038935,0.00678966343319677,191,0.0001510402038935,"GO:0043228 non-membrane-bounded organelle","cc"
"GO:0043232 intracellular non-membrane-bounded organelle",0.000186529215197713,3.590919100792,0.000186529215197713,0.00678966343319677,190,0.000186529215197713,"GO:0043232 intracellular non-membrane-bounded organelle","cc"
"GO:0099080 supramolecular complex",0.000381791322402126,3.4414829018139,0.000381791322402127,0.0115810034461978,72,0.000381791322402126,"GO:0099080 supramolecular complex","cc"
"GO:0032991 protein-containing complex",0.000832472360332184,3.16524678750302,0.000832472360332185,0.0189059491811205,207,0.000832472360332183,"GO:0032991 protein-containing complex","cc"
"GO:0000793 condensed chromosome",0.000893420490433937,3.55280721225578,0.000893420490433938,0.0189059491811205,14,0.000893420490433938,"GO:0000793 condensed chromosome","cc"
"GO:0031981 nuclear lumen",0.000934909574890571,3.14118758458914,0.000934909574890572,0.0189059491811205,136,0.000934909574890571,"GO:0031981 nuclear lumen","cc"
"GO:0000776 kinetochore",0.00106610995890955,4.1989968193617,0.00106610995890955,0.0194032012521538,10,0.00106610995890955,"GO:0000776 kinetochore","cc"
"GO:0005730 nucleolus",0.0014771479033428,3.18575446614971,0.0014771479033428,0.0195530099658206,20,0.0014771479033428,"GO:0005730 nucleolus","cc"
"GO:0031974 membrane-enclosed lumen",0.00150407768967851,2.99183993886756,0.00150407768967851,0.0195530099658206,148,0.00150407768967851,"GO:0031974 membrane-enclosed lumen","cc"
"GO:0043233 organelle lumen",0.00150407768967851,2.99183993886756,0.00150407768967851,0.0195530099658206,148,0.00150407768967851,"GO:0043233 organelle lumen","cc"
"GO:0070013 intracellular organelle lumen",0.00150407768967851,2.99183993886756,0.00150407768967851,0.0195530099658206,148,0.00150407768967851,"GO:0070013 intracellular organelle lumen","cc"
"GO:0009897 external side of plasma membrane",0.0019567196277044,3.01054882468545,0.0019567196277044,0.0228546035803034,29,0.0019567196277044,"GO:0009897 external side of plasma membrane","cc"
"GO:0098552 side of membrane",0.00207962854698766,2.94101439633208,0.00207962854698767,0.0228546035803034,46,0.00207962854698766,"GO:0098552 side of membrane","cc"
"GO:0015630 microtubule cytoskeleton",0.00227126700285427,2.89136667017109,0.00227126700285428,0.0228546035803034,62,0.00227126700285427,"GO:0015630 microtubule cytoskeleton","cc"
"GO:0005819 spindle",0.00244637506286655,2.94141584756757,0.00244637506286655,0.0228546035803034,27,0.00244637506286655,"GO:0005819 spindle","cc"
"GO:0005876 spindle microtubule",0.00251452812898416,3.29714188087141,0.00251452812898417,0.0228546035803034,10,0.00251452812898416,"GO:0005876 spindle microtubule","cc"
"GO:0005581 collagen trimer",0.00277018830301093,3.12170759089835,0.00277018830301093,0.0228546035803034,12,0.00277018830301093,"GO:0005581 collagen trimer","cc"
"GO:0005856 cytoskeleton",0.00280059743059663,2.79492752631013,0.00280059743059663,0.0228546035803034,124,0.00280059743059663,"GO:0005856 cytoskeleton","cc"
"GO:0043231 intracellular membrane-bounded organelle",0.00281791702002631,2.77515777025176,0.00281791702002631,0.0228546035803034,436,0.00281791702002631,"GO:0043231 intracellular membrane-bounded organelle","cc"
"GO:0005654 nucleoplasm",0.0028882191337746,2.78653740884945,0.00288821913377461,0.0228546035803034,115,0.0028882191337746,"GO:0005654 nucleoplasm","cc"
"GO:0005875 microtubule associated complex",0.00308347833350697,3.21734732088638,0.00308347833350697,0.0231089065742362,10,0.00308347833350697,"GO:0005875 microtubule associated complex","cc"
"GO:0043227 membrane-bounded organelle",0.00317430035360387,2.73525931374749,0.00317430035360387,0.0231089065742362,479,0.00317430035360387,"GO:0043227 membrane-bounded organelle","cc"
"GO:0099081 supramolecular polymer",0.00363917253316781,2.73013832383772,0.00363917253316781,0.0245307185569089,63,0.00363917253316781,"GO:0099081 supramolecular polymer","cc"
"GO:0099512 supramolecular fiber",0.00363917253316781,2.73013832383772,0.00363917253316781,0.0245307185569089,63,0.00363917253316781,"GO:0099512 supramolecular fiber","cc"
"GO:0005813 centrosome",0.00424879091327763,2.74711011545775,0.00424879091327763,0.0276171409363046,25,0.00424879091327763,"GO:0005813 centrosome","cc"
"GO:0005694 chromosome",0.00611030611635611,2.55620978330308,0.00611030611635611,0.0383474383854073,47,0.0061103061163561,"GO:0005694 chromosome","cc"
"GO:0000794 condensed nuclear chromosome",0.00742753835780161,2.71574263838612,0.00742753835780162,0.0450603993706632,10,0.00742753835780161,"GO:0000794 condensed nuclear chromosome","cc"
